ranking,isIp,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label,dots,question,&,/,=,underscore,valid
29,0,10959,54,0,0,0,21,2,0,3,0,0,3,0,0,1
10000000,0,1827,106,0,0,0,11,1,1,2,1,0,2,3,0,1
10000000,0,0,43,0,0,0,28,2,1,3,0,0,2,0,0,0
10000000,0,8051,33,0,0,0,13,2,0,2,0,0,3,0,0,1
10000000,0,4383,112,0,0,0,10,1,1,5,2,1,5,2,0,1
10000000,0,2922,31,0,0,0,11,1,1,2,0,0,3,0,0,1
6655,0,0,55,0,0,0,18,3,0,4,0,0,4,0,2,0
10000000,0,0,30,0,0,0,16,2,0,3,0,0,2,0,0,0
4570,0,6939,343,0,0,1,44,2,1,3,1,1,3,2,2,1
10000000,0,1461,44,0,0,0,10,1,1,3,1,0,5,1,0,1
19264,0,7670,46,0,0,0,16,2,0,3,1,0,2,1,0,1
10000000,0,4018,96,0,0,0,17,3,1,7,2,1,7,2,0,1
10000000,0,0,80,0,0,0,45,6,1,6,1,2,3,2,0,0
2547,0,8035,43,0,0,0,17,2,0,3,0,0,3,0,0,1
44061,0,4017,33,0,0,0,13,1,1,2,0,0,2,0,0,1
128371,0,6940,41,0,0,0,18,2,0,2,0,0,3,0,0,1
10000000,0,1827,106,0,0,0,13,1,1,6,2,1,8,2,0,1
10000000,0,0,39,0,0,0,16,1,1,2,0,0,2,0,0,0
10000000,0,4383,174,0,0,0,22,2,1,3,1,1,5,2,1,1
245,0,0,31,0,0,0,20,2,1,2,0,0,2,0,0,0
10000000,0,0,83,0,0,0,28,3,1,4,1,0,1,1,0,0
10000000,0,0,127,0,0,1,44,4,1,4,1,1,2,2,1,0
97874,0,0,32,0,0,0,13,2,0,3,0,0,2,0,0,0
10000000,0,9131,31,0,0,0,14,2,0,3,0,0,2,0,0,1
10000000,0,366,65,0,0,0,22,1,1,2,0,0,5,0,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,126,0,0,0,125,12,1,12,0,0,1,0,0,0
4570,0,6939,369,0,0,1,44,2,1,3,1,2,3,3,5,1
10000000,0,0,56,0,1,0,35,2,1,2,0,0,4,0,0,0
10000000,0,0,13,0,0,0,9,2,1,2,0,0,2,0,0,0
10000000,0,8399,53,0,0,0,19,2,0,3,0,0,3,0,1,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,7305,56,0,0,1,29,2,1,3,0,0,3,0,0,1
117507,0,8401,48,0,0,0,20,2,0,3,0,0,3,0,0,1
753,0,9131,49,0,0,0,16,2,0,2,0,0,4,0,0,1
10000000,0,0,64,0,0,1,19,1,1,1,0,0,5,0,1,0
10000000,0,0,42,0,0,0,14,1,1,2,0,0,3,0,0,0
10000000,0,0,152,0,0,1,62,8,1,8,1,2,2,3,1,0
10000000,0,5113,104,0,0,0,15,2,1,7,2,1,8,2,0,1
10000000,0,0,38,0,0,0,13,2,1,3,0,0,3,0,1,0
10000000,0,0,18,0,0,0,17,2,1,2,0,0,1,0,0,0
10000000,0,366,53,0,0,0,9,1,1,2,0,0,6,0,0,1
10000000,0,0,48,0,0,0,17,2,1,3,0,0,3,0,0,0
10000000,0,731,25,0,0,0,24,2,1,2,0,0,1,0,0,1
293054,0,9131,25,0,0,0,14,2,0,2,0,0,2,0,0,1
4570,0,6939,369,0,0,1,44,2,1,3,1,2,3,3,4,1
168,0,7670,33,0,0,0,15,1,0,1,0,0,2,0,0,1
10000000,0,2922,65,0,0,0,12,1,1,1,0,0,4,0,2,1
10000000,0,0,92,0,0,0,24,3,1,10,0,0,3,0,0,0
36650,0,0,30,0,0,0,15,3,0,3,0,0,2,0,0,0
10000000,0,0,40,0,0,0,21,1,1,2,0,0,2,0,0,0
10000000,0,0,39,0,0,0,25,2,1,3,0,0,2,0,0,0
10000000,0,0,45,0,0,1,25,2,1,3,0,0,3,0,0,0
10000000,0,0,50,0,0,0,14,2,1,2,0,0,5,0,0,0
38049,0,0,31,0,0,1,16,2,0,2,0,0,3,0,0,0
4,0,10228,46,0,0,0,16,2,0,2,0,0,2,0,0,1
10000000,0,0,41,0,0,0,26,2,1,3,0,0,2,0,0,0
10000000,0,0,75,0,0,0,11,1,1,6,1,0,4,1,1,0
31024,0,0,25,0,0,0,19,4,0,4,0,0,2,0,0,0
10000000,0,8401,34,0,0,0,18,2,0,3,0,0,1,0,2,1
831634,0,0,37,0,0,0,17,2,0,3,0,0,2,0,0,0
10000000,0,0,63,0,0,0,36,5,1,6,0,0,2,0,1,0
10000000,0,7671,19,0,0,0,10,1,0,1,0,0,2,0,0,1
357,0,9498,30,0,0,0,29,2,1,2,0,0,1,0,0,1
32174,0,10226,46,0,0,0,11,2,0,3,0,0,3,0,1,1
10000000,0,0,263,0,0,1,43,4,1,5,1,1,3,2,1,0
133365,0,0,40,0,0,0,15,2,0,3,0,0,3,0,0,0
10000000,0,365,81,0,0,0,14,1,1,3,0,0,6,0,0,1
19867,0,0,49,0,0,0,25,4,0,4,0,0,4,0,0,0
10000000,0,0,21,0,0,0,15,2,0,2,0,0,2,0,0,0
10000000,0,9132,29,0,0,0,17,2,0,2,0,0,2,0,0,1
10000000,0,0,217,0,0,0,28,2,1,7,1,10,1,16,4,0
1267,0,9496,31,0,0,0,21,2,0,3,0,0,1,0,0,1
829,0,8400,36,0,0,0,21,2,0,3,0,0,1,0,0,1
10000000,0,0,79,0,0,0,11,2,1,7,0,0,6,1,1,0
183,0,8400,28,0,0,0,16,2,1,2,0,0,1,0,0,1
70192,0,10592,27,0,0,0,18,2,0,2,0,0,2,0,0,1
77897,0,0,39,0,0,0,17,3,0,4,0,0,3,0,0,0
11,0,7305,23,0,0,0,22,2,1,2,0,0,1,0,0,1
10000000,0,731,39,0,0,1,20,2,0,3,0,0,2,0,0,1
10000000,0,0,45,0,0,0,16,2,1,2,0,0,4,0,0,0
10000000,0,366,94,0,0,0,10,1,1,5,2,1,8,2,0,1
10000000,0,0,80,0,0,0,23,1,1,1,0,0,2,0,0,0
10000000,0,0,65,0,0,0,20,1,1,2,0,0,4,0,0,0
10000000,0,9132,106,0,0,0,13,2,1,7,2,1,8,2,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
180926,0,8399,19,0,0,0,12,2,0,2,0,0,1,0,0,1
10000000,0,0,13,0,0,0,6,1,1,1,0,0,1,0,0,0
10000000,0,2922,142,0,0,0,22,1,1,2,0,0,9,2,2,1
10000000,0,0,36,0,0,0,18,2,1,4,0,0,3,0,0,0
3520,0,0,46,0,0,0,21,3,0,4,0,0,3,0,0,0
10000000,0,0,65,0,0,1,29,1,1,2,0,0,2,1,0,0
10000000,0,0,79,0,0,0,17,3,1,4,0,0,6,0,0,0
23349,0,0,31,0,0,0,24,3,0,3,0,0,2,0,0,0
801,0,10591,52,0,0,0,13,2,0,2,0,0,6,0,0,1
10000000,0,1096,74,0,1,0,14,1,1,4,0,0,6,0,0,1
10000000,0,0,21,0,0,0,20,3,1,3,0,0,1,0,0,0
10000000,0,730,224,0,0,0,9,1,1,6,1,3,10,4,4,1
10000000,0,0,98,0,0,0,74,11,1,13,0,0,3,0,0,0
18080,0,6158,43,0,0,0,17,1,0,1,0,0,3,0,0,1
41801,0,0,36,0,0,1,22,3,0,3,0,0,3,0,0,0
10000000,0,2922,31,0,0,0,15,2,1,3,0,0,2,0,0,1
293054,0,9131,25,0,0,0,14,2,0,3,0,0,2,0,0,1
10000000,0,1827,37,0,0,0,29,2,0,3,0,0,1,0,0,1
10000000,0,0,46,0,0,0,27,3,1,4,0,0,2,0,2,0
10000000,0,0,103,0,0,0,30,5,1,7,1,1,5,2,1,0
10000000,0,0,111,0,0,0,11,1,1,2,1,0,2,1,1,0
10000000,0,366,21,0,0,0,12,1,1,2,0,0,1,0,0,1
10000000,0,0,83,0,0,0,30,4,1,5,1,2,2,3,0,0
24147,0,6575,84,0,0,0,23,2,0,3,0,0,4,0,1,1
10000000,0,366,83,0,0,0,21,1,1,1,0,0,3,0,1,1
10000000,0,0,50,0,0,0,10,1,1,2,0,0,5,0,0,0
10000000,0,0,133,0,0,1,99,8,1,8,0,0,2,0,0,0
1327,0,10856,37,0,0,0,13,2,0,2,0,0,5,0,1,1
254571,0,0,23,0,0,0,17,3,0,3,0,0,1,0,0,0
10000000,0,0,68,0,0,0,22,2,1,3,0,0,7,0,0,0
10000000,0,0,33,0,0,0,13,2,1,3,0,0,3,0,0,0
6538,0,0,69,0,0,0,28,3,0,4,0,0,4,0,2,0
10000000,0,0,36,0,0,1,20,2,1,3,0,0,2,0,0,0
10000000,0,0,146,0,0,0,112,15,1,15,0,0,2,0,0,0
10000000,0,2192,133,0,0,1,26,3,1,4,1,2,5,4,3,1
10000000,0,0,208,0,0,1,191,12,1,13,0,0,1,0,0,0
24147,0,6575,87,0,0,0,23,2,0,3,0,0,4,0,1,1
10000000,0,731,19,0,0,0,18,2,1,2,0,0,1,0,0,1
10000000,0,2922,67,0,0,0,15,1,1,7,0,0,4,0,0,1
10000000,0,0,86,0,0,1,85,9,1,9,0,0,1,0,0,0
191511,0,0,32,0,0,1,23,2,0,2,0,0,2,0,0,0
10000000,0,0,215,0,0,1,33,3,1,3,2,1,3,2,1,0
10000000,0,0,125,0,0,0,46,7,1,10,2,1,2,2,3,0
4570,0,6939,343,0,0,1,44,2,1,3,1,1,3,2,2,1
10000000,0,4017,180,0,0,0,17,1,1,2,1,1,4,2,1,1
10000000,0,5844,255,0,0,0,11,1,1,2,0,0,32,3,0,1
16069,0,2922,34,0,0,1,33,2,1,2,0,0,1,0,0,1
10000000,0,0,199,0,0,0,20,1,1,2,1,1,3,2,1,0
4570,0,6939,343,0,0,1,44,2,1,3,1,1,3,2,7,1
1471,0,0,32,0,0,0,18,2,0,2,0,0,3,0,0,0
3751,0,9133,27,0,0,0,17,2,0,3,0,0,1,0,0,1
10000000,0,0,17,0,0,0,7,1,1,1,0,0,2,0,0,0
6332,0,0,80,0,0,0,18,3,0,5,0,0,5,0,0,0
10000000,0,9132,106,0,0,0,13,2,1,7,2,1,8,2,0,1
44061,0,4017,33,0,0,0,13,1,1,2,0,0,2,0,0,1
763181,0,0,29,0,0,0,10,2,0,2,0,0,3,0,0,0
10000000,0,0,54,0,0,0,20,3,1,4,0,0,3,0,0,0
10000000,0,0,45,0,0,0,20,2,1,3,0,0,3,0,0,0
4,0,10228,43,0,0,0,16,2,0,2,0,0,3,0,3,1
10000000,0,5478,16,0,0,1,16,2,1,2,0,0,0,0,0,1
206507,0,7305,62,0,0,1,26,2,0,3,0,0,3,0,0,1
10000000,0,8035,29,0,0,1,17,2,0,2,0,0,2,0,0,1
10000000,0,7197,22,0,0,0,14,2,0,2,0,0,2,0,0,1
40532,0,0,47,0,0,0,17,4,0,4,0,0,4,0,0,0
149078,0,15707,23,0,0,0,14,3,0,3,0,0,2,0,0,1
10000000,0,366,83,0,0,0,21,1,1,1,0,0,3,0,1,1
229621,0,0,37,0,0,0,11,2,0,2,0,0,4,0,0,0
10000000,0,0,51,0,0,0,42,5,1,5,0,0,2,0,0,0
19516,0,0,32,0,0,0,15,3,0,3,0,0,3,0,0,0
10000000,0,0,90,0,0,0,15,1,1,1,0,0,7,0,3,0
913722,0,7670,54,0,0,0,15,2,0,3,0,0,4,0,3,1
3372,0,9524,36,0,0,0,13,3,0,4,0,0,3,0,0,1
10000000,0,4017,21,0,0,1,15,1,0,1,0,0,2,0,0,1
606470,0,5479,218,0,0,0,18,2,1,5,1,1,5,2,1,1
10000000,0,6209,38,0,0,0,19,2,1,2,0,0,5,0,0,1
10000000,0,9861,32,0,0,0,18,2,0,2,0,0,2,0,0,1
7544,0,0,24,0,0,0,20,2,0,2,0,0,2,0,0,0
160,0,0,43,0,0,0,15,2,0,3,0,0,4,0,0,0
44061,0,4017,33,0,0,0,13,1,1,2,0,0,2,0,0,1
10000000,0,0,39,0,0,1,23,2,1,3,0,0,2,0,0,0
10000000,0,7670,35,0,0,0,18,1,0,2,0,0,1,0,0,1
10000000,0,0,50,0,0,0,21,2,0,4,0,0,2,0,1,0
4626,0,8400,16,0,0,0,11,1,0,1,0,0,2,0,0,1
10000000,0,0,68,0,0,0,16,1,1,2,0,0,3,1,0,0
11854,0,0,19,0,0,0,10,2,0,2,0,0,2,0,0,0
56429,0,4018,24,0,0,0,23,2,1,2,0,0,1,0,0,1
10000000,0,731,21,0,0,0,20,2,1,2,0,0,1,0,0,1
10000000,0,4749,54,0,0,0,17,1,1,2,0,0,2,0,1,1
2344,0,8767,44,0,0,0,17,2,0,3,0,0,3,0,0,1
4570,0,6939,337,0,0,1,44,2,1,3,1,1,3,4,2,1
99727,0,9131,35,0,0,0,17,2,0,3,0,0,2,0,0,1
2547,0,8035,27,0,0,0,17,2,0,2,0,0,3,0,0,1
1657,0,7671,31,0,0,0,22,2,0,2,0,0,2,0,0,1
26520,0,0,57,0,0,0,17,3,0,4,0,0,5,0,1,0
771454,0,7304,40,0,0,0,17,2,0,3,1,0,1,1,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,2921,51,0,0,0,18,2,1,3,0,0,3,0,0,1
10000000,0,0,23,0,0,0,23,3,1,3,0,0,0,0,0,0
10000000,0,2192,43,0,0,0,14,1,1,1,0,0,4,0,0,1
2018,0,9862,925,0,0,0,13,2,1,12,2,6,11,9,2,1
10000000,0,7671,33,0,0,0,13,1,0,2,0,0,3,0,0,1
10000000,0,9132,92,0,0,0,13,2,1,7,2,1,8,1,0,1
10000000,0,0,30,0,0,0,15,1,1,2,0,0,2,0,0,0
3275,0,0,47,0,0,0,20,3,0,4,0,0,3,0,0,0
168,0,7670,32,0,0,0,15,1,0,1,0,0,3,0,0,1
10000000,0,4018,87,0,0,0,9,1,1,5,2,1,8,2,0,1
1859,0,8400,44,0,0,0,12,1,0,2,0,0,5,0,0,1
2547,0,8035,61,0,0,0,17,2,0,3,0,0,4,0,0,1
10000000,0,0,136,0,0,1,47,5,1,7,1,3,3,4,0,0
59781,0,731,41,0,0,1,23,2,0,2,1,0,1,1,0,1
10000000,0,0,63,0,0,0,26,2,1,3,0,0,4,0,0,0
10000000,0,0,35,0,0,1,22,3,0,3,0,0,3,0,0,0
14969,0,9133,26,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,145,0,0,0,28,5,1,9,1,2,1,3,2,0
10000000,0,0,89,0,0,0,15,2,1,6,1,1,5,2,0,0
10000000,0,8034,28,0,0,0,18,2,0,3,0,0,1,0,0,1
10000000,0,0,26,0,0,0,18,2,1,3,0,0,1,0,0,0
10000000,0,5113,148,0,0,0,23,1,1,1,0,0,6,0,1,1
10000000,0,3287,59,0,0,0,10,1,1,3,1,1,5,2,0,1
10000000,0,0,42,0,0,0,20,4,1,4,0,0,4,0,0,0
469,0,5484,34,0,0,0,15,2,1,4,0,0,3,0,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,731,20,0,0,0,19,2,1,2,0,0,1,0,0,1
10000000,0,0,91,0,0,0,13,1,1,2,1,0,2,2,1,0
4387,0,9861,127,0,0,0,21,2,0,2,1,2,4,3,8,1
3832,0,0,13,0,0,0,6,1,1,1,0,0,1,0,0,0
61,0,8400,24,0,0,0,13,2,0,2,0,0,2,0,0,1
10000000,0,0,27,0,0,0,11,1,1,1,0,0,3,0,0,0
10000000,0,0,84,0,0,1,39,5,1,7,1,1,5,2,2,0
385679,0,6210,59,0,0,0,22,2,0,3,0,0,7,0,1,1
9466,0,0,34,0,0,0,13,2,0,3,0,0,2,0,0,0
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,30,0,0,0,17,2,0,3,0,0,1,0,0,0
10000000,0,0,50,0,0,0,24,2,1,3,0,0,2,0,0,0
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,48,0,0,0,14,1,1,1,0,0,2,0,0,0
591867,0,8767,35,0,0,1,17,2,0,2,0,0,2,0,0,1
10000000,0,2922,177,0,0,0,19,2,1,3,1,1,5,2,1,1
10000000,0,9861,42,0,0,0,14,2,0,3,0,0,3,0,0,1
10000000,0,0,21,0,0,1,20,2,1,2,0,0,1,0,0,0
10000000,0,731,28,0,0,1,20,2,0,2,0,0,2,0,0,1
10000000,0,0,38,0,0,0,15,2,0,3,0,0,2,0,0,0
10000000,0,366,29,0,0,0,15,2,1,3,0,0,2,0,0,1
80904,0,0,85,0,0,0,18,3,1,4,0,0,7,0,0,0
10000000,0,6210,36,0,0,0,21,2,0,2,0,0,2,0,0,1
10000000,0,5114,55,0,0,1,25,2,1,4,0,0,4,0,0,1
10000000,0,1095,228,0,0,0,29,3,1,4,1,1,5,2,1,1
29665,0,4749,66,0,0,0,32,2,1,2,0,0,4,0,0,1
10000000,0,0,76,0,0,0,27,1,1,1,0,0,3,1,0,0
10000000,0,8765,45,0,0,0,18,2,0,3,0,0,2,0,0,1
10000000,0,0,54,0,0,0,14,2,1,4,1,0,3,2,0,0
10000000,0,11687,29,0,0,0,12,2,0,2,0,0,3,0,0,1
10000000,0,0,244,0,0,0,16,1,1,2,1,1,5,2,1,0
10000000,0,5844,50,0,0,0,12,2,1,3,0,0,5,0,0,1
9497,0,9132,107,0,0,0,11,2,0,2,0,0,4,0,9,1
105,0,9863,35,0,0,0,13,2,0,3,0,0,1,0,0,1
8935,0,0,31,0,0,0,14,3,0,3,0,0,3,0,0,0
14680,0,8400,41,0,0,1,16,2,0,3,1,0,1,1,0,1
1267,0,9496,73,0,0,0,15,2,0,3,0,0,2,0,0,1
8419,0,9495,41,0,0,0,20,2,0,2,0,0,4,0,0,1
10000000,0,0,26,0,0,0,18,1,1,1,0,0,2,0,0,0
10000000,0,1096,29,0,0,1,28,1,1,1,0,0,1,0,0,1
10000000,0,3288,34,0,0,0,19,1,1,2,0,0,2,0,0,1
10000000,0,0,118,0,0,0,91,10,1,11,0,0,3,0,0,0
1282,0,10228,62,0,0,0,15,2,0,3,0,0,3,0,3,1
137528,0,7305,91,0,0,0,15,3,1,7,2,1,8,2,0,1
801,0,10591,46,0,0,0,13,2,0,2,0,0,6,0,0,1
10000000,0,0,100,0,0,0,12,1,1,3,1,1,2,3,1,0
183,0,8400,44,0,0,0,29,3,1,3,0,0,2,0,0,1
14969,0,9133,26,0,0,0,14,2,0,2,0,0,2,0,0,1
16069,0,2922,36,0,0,0,28,2,1,2,0,0,2,0,0,1
10000000,0,0,71,0,0,0,18,3,1,4,0,0,5,0,0,0
4570,0,6939,369,0,0,1,44,2,1,3,1,2,3,3,3,1
10000000,0,366,36,0,0,1,26,2,1,3,0,0,2,0,0,1
10000000,0,0,59,0,0,1,17,1,1,1,0,0,5,0,0,0
2547,0,8035,41,0,0,0,17,2,0,3,0,0,3,0,0,1
10000000,0,0,74,0,0,0,11,1,1,2,1,0,2,1,1,0
10000000,0,0,30,0,0,1,29,3,1,3,0,0,1,0,0,0
124781,0,8035,44,0,0,0,22,2,0,3,0,0,2,0,0,1
10000000,0,0,27,0,0,0,14,2,0,2,0,0,2,0,0,0
10000000,0,7670,33,0,0,0,21,2,0,3,0,0,1,0,0,1
639659,0,5088,33,0,0,0,18,2,0,2,0,0,3,0,0,1
9466,0,0,31,0,0,0,13,2,0,3,0,0,2,0,0,0
10000000,0,4017,93,0,0,0,13,2,1,6,2,1,8,2,0,1
10000000,0,0,60,0,0,0,41,6,1,7,0,0,2,0,0,0
10000000,0,0,43,0,0,1,24,2,1,2,0,0,3,0,0,0
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,41,0,0,0,23,2,1,3,0,0,3,0,0,0
27074,0,7671,25,0,0,0,16,2,0,2,0,0,2,0,0,1
10000000,0,0,27,0,0,0,10,1,1,2,0,0,2,0,0,0
353009,0,9496,23,0,0,0,15,2,0,2,0,0,1,0,0,1
10000000,0,366,70,0,0,1,21,2,1,2,0,0,6,0,2,1
10000000,0,0,212,0,0,0,17,2,1,3,1,1,6,2,1,0
2852,0,0,41,0,0,0,17,3,0,3,0,0,5,0,0,0
10000000,0,5478,67,0,0,0,20,1,1,1,0,0,2,0,0,1
10000000,0,0,42,0,0,0,12,2,1,3,0,0,5,0,0,0
171364,0,0,26,0,0,0,16,2,0,2,0,0,2,0,0,0
10000000,0,0,87,0,0,1,19,2,1,6,1,0,3,1,1,0
10000000,0,366,104,0,0,0,14,2,1,5,2,2,4,3,0,1
131221,0,0,39,0,0,0,11,2,0,3,0,0,3,0,0,0
10000000,0,0,72,0,0,0,45,6,1,6,1,1,3,2,0,0
10000000,0,2557,131,0,0,0,22,2,1,6,2,1,5,2,0,1
10000000,0,0,52,0,0,0,12,1,1,3,0,0,3,0,2,0
10000000,0,1461,24,0,0,0,14,1,1,2,0,0,1,0,0,1
10000000,0,1096,74,0,0,0,20,1,1,2,0,0,2,0,1,1
10000000,0,3288,111,0,0,0,9,1,1,5,2,1,5,2,0,1
10000000,0,0,61,0,0,0,20,2,1,3,0,0,4,0,0,0
1332,0,0,32,0,0,0,14,2,0,2,0,0,2,0,0,0
322634,0,10591,20,0,0,0,12,2,0,2,0,0,2,0,0,1
10000000,0,3653,31,0,0,0,14,1,1,2,0,0,2,0,0,1
10000000,0,4018,101,0,0,0,18,2,1,5,2,2,4,3,0,1
656,0,9862,19,0,0,0,11,1,1,1,0,0,1,0,0,1
310740,0,8035,36,0,0,0,15,1,0,1,0,0,2,0,2,1
10000000,0,6940,48,0,0,0,28,2,0,3,0,0,2,0,0,1
29330,0,12419,47,0,0,0,12,2,0,2,0,0,5,0,1,1
10000000,0,0,197,0,0,1,186,13,1,14,0,0,1,0,0,0
91824,0,7305,66,0,0,0,14,2,0,3,0,0,7,0,0,1
10000000,0,8035,94,0,0,0,9,1,1,3,1,3,2,4,1,1
10000000,0,7305,118,0,0,0,13,1,1,5,2,1,5,2,0,1
10000000,0,0,28,0,0,1,12,1,1,2,0,0,2,0,0,0
10000000,0,0,153,0,0,0,12,1,1,3,0,0,7,0,1,0
10000000,0,366,99,0,0,0,19,2,1,6,2,1,8,2,0,1
1267,0,9496,39,0,0,1,19,2,0,3,0,0,1,0,0,1
10000000,0,0,80,0,0,0,27,3,1,7,0,0,3,0,0,0
10000000,0,2571,57,0,0,0,17,2,1,3,0,0,5,0,0,1
6424,0,0,37,0,0,0,23,3,0,4,0,0,2,0,0,0
30711,0,7305,38,0,0,0,20,2,0,2,0,0,2,0,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,40,0,0,0,14,1,1,2,0,0,3,0,1,0
10000000,0,3287,66,0,0,0,18,2,1,2,0,0,4,0,0,1
10000000,0,0,184,0,0,0,14,1,1,3,1,6,3,3,1,0
10000000,0,0,95,0,0,0,18,1,1,1,1,1,3,2,1,0
10000000,0,6209,52,0,0,0,33,3,1,4,0,0,2,0,0,1
32174,0,10226,44,0,0,0,11,2,0,3,0,0,3,0,0,1
801,0,10591,52,0,0,0,13,2,0,2,0,0,6,0,0,1
10000000,0,730,19,0,0,0,14,2,1,2,0,0,2,0,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
29665,0,4749,45,0,0,0,34,2,1,3,0,0,1,0,0,1
4570,0,6939,343,0,0,1,44,2,1,3,1,1,3,2,7,1
10000000,0,366,218,0,0,0,9,1,1,7,1,1,4,2,1,1
10000000,0,8034,28,0,0,0,14,1,0,2,0,0,1,0,0,1
996066,0,7671,17,0,0,0,13,2,0,2,0,0,2,0,0,1
10000000,0,0,27,0,0,0,15,2,0,2,0,0,3,0,0,0
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,0,136,0,0,1,126,10,1,11,0,0,1,0,0,0
16422,0,0,29,0,0,0,17,2,0,2,0,0,1,0,0,0
10000000,0,0,116,0,0,0,83,10,1,10,0,0,1,0,0,0
10000000,0,0,79,0,0,1,36,6,1,6,1,1,5,2,2,0
10000000,0,366,40,0,0,1,20,2,0,3,0,0,2,0,0,1
10000000,0,0,33,0,0,0,17,2,0,2,0,0,3,0,0,0
10000000,0,0,84,0,0,0,9,1,1,2,0,0,6,0,0,0
10000000,0,6209,98,0,0,0,18,2,1,6,2,1,8,2,0,1
44061,0,4017,33,0,0,0,13,1,1,2,0,0,2,0,0,1
10000000,0,730,78,0,0,1,14,1,1,5,2,0,7,1,0,1
10000000,0,0,59,0,0,0,11,1,1,1,0,0,6,0,1,0
10000000,0,0,51,0,0,1,16,1,0,2,0,0,3,0,0,0
10000000,0,5114,22,0,0,0,16,2,0,2,0,0,2,0,0,1
10000000,0,0,36,0,0,0,17,3,0,4,0,0,3,0,0,0
117394,0,8035,28,0,0,0,14,2,0,3,0,0,2,0,0,1
4570,0,6939,614,0,0,1,44,2,1,3,1,3,3,4,8,1
10000000,0,0,273,0,0,0,66,8,1,9,1,1,3,2,1,0
10000000,0,2922,49,0,0,0,21,2,1,3,0,0,3,0,0,1
381463,0,6209,24,0,0,0,16,2,0,2,0,0,2,0,0,1
10000000,0,5844,28,0,0,0,20,2,1,2,0,0,2,0,0,1
14969,0,9133,27,0,0,0,14,2,0,2,0,0,2,0,0,1
27451,0,0,47,0,0,0,12,3,0,3,0,0,6,0,0,0
4512,0,0,38,0,0,1,20,1,0,1,0,0,2,0,0,0
10000000,0,7304,34,0,0,0,19,2,0,2,0,0,2,0,0,1
236871,0,7304,72,0,0,0,14,2,1,2,0,0,6,0,0,1
10000000,0,8034,44,0,0,0,12,2,0,3,0,0,3,0,0,1
10000000,0,366,50,0,0,0,18,3,1,4,0,0,5,0,0,1
14969,0,9133,26,0,0,0,14,2,0,2,0,0,2,0,0,1
10000000,0,1827,97,0,0,1,16,2,1,6,2,1,8,2,0,1
55,0,0,40,0,0,0,14,3,0,4,0,0,4,0,0,0
10000000,0,0,74,0,0,0,16,3,1,7,2,0,8,1,0,0
10000000,0,0,106,0,0,0,23,2,1,2,0,0,8,0,1,0
10000000,0,0,48,0,0,0,24,3,1,4,1,0,2,1,0,0
10000000,0,0,33,0,0,0,17,1,1,2,0,0,2,0,0,0
10000000,0,0,61,0,0,0,16,1,1,4,1,0,2,1,0,0
10000000,0,0,45,0,0,0,44,3,1,3,0,0,1,0,0,0
232475,0,0,34,0,0,0,22,3,0,3,0,0,2,0,0,0
24147,0,6575,87,0,0,0,23,2,0,3,0,0,4,0,1,1
10775,0,0,35,0,0,0,15,2,0,3,0,0,3,0,0,0
496116,0,8766,33,0,0,0,16,2,0,3,0,0,1,0,0,1
10000000,0,1827,141,0,0,1,107,15,1,16,0,0,4,0,0,1
10000000,0,4018,41,0,0,0,14,1,1,2,0,0,2,0,0,1
10000000,0,4018,93,0,0,0,17,3,1,7,2,1,8,2,0,1
801249,0,0,48,0,0,0,23,3,1,6,0,0,2,0,0,0
10000000,0,0,57,0,0,0,23,4,1,7,0,0,4,0,1,0
10000000,0,0,85,0,0,0,12,1,1,1,0,0,6,2,0,0
15943,0,0,42,0,0,0,15,3,0,4,0,0,3,0,0,0
6786,0,7305,55,0,0,0,25,2,0,2,0,0,6,0,0,1
346048,0,6210,34,0,0,0,16,2,0,3,0,0,1,0,0,1
27433,0,9495,20,0,0,0,13,2,0,2,0,0,2,0,0,1
10000000,0,0,71,0,0,0,23,2,1,2,0,0,4,0,0,0
10000000,0,6575,34,0,0,1,20,2,0,3,0,0,2,0,0,1
271751,0,9131,33,0,0,0,13,2,0,2,0,0,4,0,0,1
3832,0,0,13,0,0,0,6,1,1,1,0,0,1,0,0,0
6,0,8035,42,0,0,0,16,2,0,2,0,0,2,0,1,1
37582,0,0,31,0,0,0,16,2,0,2,0,0,2,0,0,0
